filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,zero_crossing_rate,spectral_centroid,spectral_bandwidth,rms_energy,spectral_rolloff,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
crowd_noise_1.wav,-65.03355407714844,132.4485626220703,-24.870866775512695,2.3461217880249023,-24.817007064819336,-11.653777122497559,-27.9534854888916,-10.525022506713867,-11.63846492767334,-5.207859992980957,-9.486141204833984,-6.511435508728027,-9.809444427490234,0.46790143847465515,0.5790562033653259,0.496493935585022,0.45418408513069153,0.49003133177757263,0.5275658965110779,0.42608141899108887,0.3891432285308838,0.4458288550376892,0.484793484210968,0.5536832213401794,0.47951677441596985,25.214926302573968,12.872792500621824,15.421343363253108,16.500823207465476,17.666552492093963,17.66572090244033,35.07113716945811,0.08843799761146497,1225.6067592017798,1334.010108378912,0.15093852579593658,2237.2113853503183,0.0008752144169127214,-0.008084877638071678,-0.03359004667705085,0.014766509389611066,0.0067091541726926685,-0.0028261997600554124
crowd_noise_10.wav,-7.687878608703613,113.12249755859375,-19.087383270263672,14.706552505493164,-11.095991134643555,7.1698689460754395,-8.670794486999512,1.7612862586975098,2.552950143814087,2.1374082565307617,-6.288507461547852,0.017298631370067596,-2.4374771118164062,0.5089111328125,0.4992517828941345,0.39579594135284424,0.44375911355018616,0.43744444847106934,0.45819970965385437,0.4167594611644745,0.4941083490848541,0.7064304947853088,0.5867893099784851,0.516025960445404,0.5039018988609314,19.46547148076956,13.16395376413839,15.467476299827647,16.920917186726996,17.1183908001558,17.832252834478634,37.73834282679663,0.11199990047770701,1503.533007258149,1568.786410042007,0.17997513711452484,3070.5115445859874,-0.064376271499658,0.011973984588744062,-0.0028995598197747397,-0.07172191999615417,0.024457056588731235,-0.03658347585161394
crowd_noise_100.wav,-21.869346618652344,120.27554321289062,0.040515534579753876,30.683631896972656,0.4010103940963745,17.624544143676758,-3.990260362625122,13.478559494018555,-2.0660669803619385,6.964118957519531,0.9910778999328613,8.425865173339844,5.151379108428955,0.6176838874816895,0.5552443265914917,0.5377911925315857,0.4965795576572418,0.5547831654548645,0.6779477000236511,0.5798051953315735,0.5546621084213257,0.5777283906936646,0.5853669047355652,0.6602185368537903,0.6923839449882507,17.74279209887386,12.249892883856472,14.343172576249708,14.904039079881818,15.380889014778322,16.919452237288155,36.65302627362439,0.053403040406050956,1211.01428962361,1578.7110781982224,0.2608526945114136,2739.1520700636943,0.0295622367923616,0.03611703244227376,0.0746662648287925,-0.0324922624951719,-0.0011338584121656009,-0.004270103872771408
crowd_noise_101.wav,-31.43281364440918,120.81060791015625,-12.724170684814453,33.8570556640625,-2.547281503677368,8.848896980285645,5.456203937530518,-0.9909569025039673,5.960290431976318,3.6831676959991455,-1.2615858316421509,2.619462490081787,-7.298480033874512,0.5483392477035522,0.7732894420623779,0.5584776401519775,0.46530264616012573,0.5345906615257263,0.5697464942932129,0.5751854181289673,0.5394880175590515,0.525662899017334,0.4836292266845703,0.4172722399234772,0.422910213470459,22.623019845242933,12.811352769305184,14.64013774074995,15.66921163312229,16.57987664324843,23.896136885878185,39.16512813263242,0.07297472133757962,1272.250573854902,1527.5871184798925,0.21766297519207,2779.558121019108,-0.009625230274990194,-0.035019530219013884,-0.05616786349920761,-0.005770668221317814,0.010549569806881655,-0.007966841808312598
crowd_noise_102.wav,-78.95906066894531,74.49217987060547,-15.938718795776367,1.9250060319900513,0.6277899742126465,12.525650024414062,-1.042510747909546,10.469460487365723,-0.5507181882858276,8.230777740478516,0.5042071342468262,8.796170234680176,-1.2136234045028687,0.7981152534484863,0.7715047597885132,0.6941004395484924,0.6924646496772766,0.7392957210540771,0.7530810832977295,0.7165631055831909,0.7086811661720276,0.6919472217559814,0.6473132967948914,0.6852924823760986,0.7347526550292969,15.56025723705415,11.590713451051279,13.170003810296853,13.773196873754722,15.521207483941094,15.247797726036616,38.70388418062254,0.15917657742834396,2134.1676073970607,1991.590387753037,0.06212807819247246,4651.771496815287,-0.008885454729302588,0.04200627929115452,-0.02883050170768643,-0.017321243668628125,-0.006666523968326043,0.0005499456006630621
crowd_noise_103.wav,37.22227096557617,53.73352813720703,-50.15011215209961,1.7829780578613281,-18.98013687133789,-9.493144035339355,-14.940134048461914,-5.070359230041504,-5.617784023284912,-0.03723368048667908,-0.032955143600702286,-1.2026796340942383,-4.7653727531433105,0.47633668780326843,0.4975254535675049,0.5145915746688843,0.5247359275817871,0.568569004535675,0.5769967436790466,0.5766439437866211,0.48380303382873535,0.5098467469215393,0.46397390961647034,0.49359145760536194,0.5330872535705566,12.090448967266259,12.192500730300262,14.718995141534705,15.810282590865995,16.706069326893854,19.011437057959036,41.811296080621624,0.22083996815286625,2290.1677746942896,1716.82471686156,0.19758957624435425,4122.611464968153,0.012131877211255826,-0.023841458534997143,-0.004008773310929091,-0.0008182625529497743,-0.0015553763358950032,-0.001481212272196022
crowd_noise_104.wav,-31.554649353027344,62.82258224487305,-22.51150894165039,8.227180480957031,-14.542922019958496,8.062749862670898,-13.802749633789062,-1.1857460737228394,-20.323026657104492,-8.634939193725586,-12.244237899780273,-6.186332702636719,-4.737945556640625,0.5949338674545288,0.5745409727096558,0.7311642169952393,0.4600265920162201,0.49578458070755005,0.5242050886154175,0.4579315185546875,0.5162882208824158,0.514204740524292,0.5407217144966125,0.5115066766738892,0.4922151565551758,19.589940059905842,11.96767967090462,15.844018744465611,14.564981316263514,14.349885887570991,19.4426776362393,39.868229353257554,0.2405578224522293,2418.4162823658357,1906.5420183315687,0.10490534454584122,4622.462181528663,0.007352938002372976,0.04341993068865193,-0.008017758227837775,-0.026428114717743735,-0.002345896184845995,-0.015340225237190273
crowd_noise_105.wav,-362.4163513183594,163.12472534179688,9.653739929199219,11.192826271057129,28.16172981262207,3.581860303878784,-1.3396602869033813,4.301286697387695,-0.5035701394081116,-0.7808632850646973,4.380803108215332,2.147538185119629,-0.002419860567897558,0.6087048053741455,0.5606586337089539,0.547498345375061,0.548549234867096,0.504001259803772,0.4964000880718231,0.5399838089942932,0.6080800294876099,0.648724377155304,0.6214728355407715,0.6958203911781311,0.7179012298583984,20.580207916864467,10.977333213450603,14.342778956680835,14.52416100010326,19.330150038975333,17.827429985362382,23.177091922175247,0.03637850816082803,695.6915344103057,1053.00319350079,0.022928789258003235,1324.7910031847134,-0.0002878659118564605,0.007641561497304367,0.015904320581892745,0.016412251006075844,0.0017875244945695131,-0.008946284633960265
crowd_noise_106.wav,-13.98215103149414,117.98554229736328,-31.78050422668457,14.97687816619873,-4.440908432006836,11.305171012878418,-9.825556755065918,2.035269260406494,-4.357029914855957,-2.926318645477295,-8.964402198791504,-2.3934028148651123,-7.61842155456543,0.6477908492088318,0.6454390287399292,0.607025146484375,0.6050480008125305,0.6260003447532654,0.6230273246765137,0.6820850968360901,0.6540123224258423,0.6413886547088623,0.6855720281600952,0.6715260744094849,0.6836106181144714,16.561777401525724,11.804216234565027,13.396987093408963,13.87874885337569,16.452584411546415,18.115464504154914,36.55264840506983,0.12042197452229299,1481.0082309028144,1478.289205391773,0.15329472720623016,2845.93949044586,0.010920879526278853,-0.017243498876748895,-0.009448727177587069,-0.0034290513937266127,0.0015059068836208163,0.007531354126704377
crowd_noise_107.wav,-53.584449768066406,148.36048889160156,-8.310626029968262,6.656215190887451,-12.484700202941895,-11.146383285522461,-6.902564525604248,0.43079158663749695,-2.644263505935669,5.552521228790283,1.0245866775512695,0.27230536937713623,-2.1871657371520996,0.47932007908821106,0.43481162190437317,0.45970937609672546,0.44277408719062805,0.44427490234375,0.410362184047699,0.431212455034256,0.4362771213054657,0.4205687344074249,0.4258539378643036,0.3944200277328491,0.49047696590423584,15.488759860859057,12.262110286843917,15.330419836459575,18.02904623069826,16.99911138132287,19.588249677197073,36.61869299221188,0.08054152567675159,1082.8342442604182,1301.063449771001,0.17840106785297394,1908.5887738853503,0.015347349713634745,0.0039800695405285,-0.02739536316151878,-0.022154415987290125,-0.0018688253024929868,-0.01066894400983476
