filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,zero_crossing_rate,spectral_centroid,spectral_bandwidth,rms_energy
cat_meow_1.wav,-438.9823913574219,66.36499786376953,21.74853515625,11.236869812011719,7.503559589385986,9.261345863342285,11.787059783935547,10.316399574279785,13.567878723144531,10.143542289733887,2.3464412689208984,-1.8790080547332764,2.490771532058716,0.4306028187274933,0.42528432607650757,0.4101998805999756,0.40308570861816406,0.41388392448425293,0.47669753432273865,0.6899629235267639,0.6379603743553162,0.6554306745529175,0.6173608303070068,0.5311635732650757,0.4691790044307709,22.55956422648359,14.295283823460487,19.619831214210276,18.668565510370744,17.753377479328915,19.113531763847618,22.306973912230166,0.04047136246019108,1032.3181155297605,1432.992012743516,0.032793864607810974
cat_meow_10.wav,-545.2471923828125,-0.609527587890625,-4.756622791290283,3.470958948135376,2.6862595081329346,0.22462478280067444,-3.437187910079956,3.397097110748291,1.3698822259902954,3.0475013256073,-1.5087419748306274,-1.247321367263794,-0.035023368895053864,0.028517352417111397,0.02692641131579876,0.02489205077290535,0.036644693464040756,0.025802448391914368,0.02780022844672203,0.04653790593147278,0.04912261664867401,0.04769900441169739,0.03437211364507675,0.04405256733298302,0.054244570434093475,18.86104885583683,18.467492480448215,19.198628833651153,19.88054735131067,19.63140932533024,19.25033255468322,20.33501278840352,0.018629329219745222,237.0814724100713,172.48765458990738,0.010373273864388466
cat_meow_100.wav,-220.13699340820312,52.18452072143555,-47.33158493041992,-30.47222137451172,-14.439665794372559,3.106055736541748,-4.589114665985107,6.7939229011535645,15.419285774230957,17.804786682128906,10.729757308959961,-3.730950117111206,-6.262308120727539,0.27854016423225403,0.3035636842250824,0.3375823497772217,0.4581748843193054,0.5037624835968018,0.45862287282943726,0.5888641476631165,0.4399288296699524,0.39823049306869507,0.45174795389175415,0.4300992488861084,0.2976788580417633,15.49156763809739,12.222980090784596,22.50529449716619,21.556989445438422,19.2092181227824,19.699940932179796,35.36020980279674,0.20190896198248406,2071.7362535555712,1673.0834309956895,0.14880123734474182
cat_meow_101.wav,-225.67739868164062,36.20920944213867,-35.73881530761719,19.766454696655273,-15.79180908203125,2.390869140625,-8.633025169372559,-2.9284937381744385,-11.451425552368164,-4.886641025543213,-16.813032150268555,6.214608669281006,6.743973255157471,0.6770086288452148,0.24829475581645966,0.08595654368400574,0.14018680155277252,0.17601275444030762,0.09591745585203171,0.2652793824672699,0.6742369532585144,0.2146107405424118,0.11612647771835327,0.16236750781536102,0.30886727571487427,19.145920320657762,14.005586347385158,23.016896116924688,27.776567278271262,25.5403067399754,25.402796445670393,33.11346437376112,0.20887241242038215,2200.5050498431133,1482.5711698947025,0.13032139837741852
cat_meow_102.wav,-332.72857666015625,57.6793212890625,-52.081092834472656,-33.463157653808594,1.9490939378738403,-25.416715621948242,-14.378853797912598,-12.135156631469727,-25.53931999206543,5.557237148284912,-13.826944351196289,7.435275554656982,5.059380054473877,0.36149531602859497,0.4328248202800751,0.36267438530921936,0.3229355812072754,0.2845112383365631,0.28602877259254456,0.3167828321456909,0.3091306984424591,0.2749033570289612,0.35516417026519775,0.40522482991218567,0.3500215709209442,16.625146956241803,15.159094370337334,22.833586587482568,20.332221126048,20.699065110262186,21.389396427122573,29.40926618149133,0.14210539410828024,1847.4019318350352,1597.8288767621814,0.08172823488712311
cat_meow_103.wav,-297.52325439453125,60.201595306396484,-7.952070713043213,10.005191802978516,9.743159294128418,7.197894096374512,5.901949882507324,17.67753791809082,6.546200275421143,5.687086582183838,7.09960412979126,-0.8841122984886169,9.385714530944824,0.27028942108154297,0.2430417239665985,0.24336743354797363,0.21606194972991943,0.24483348429203033,0.36329710483551025,0.3837859332561493,0.4051511287689209,0.4494701325893402,0.4993572235107422,0.5028985142707825,0.3623579740524292,20.290458517467123,15.173086320137111,19.53669122008229,20.78051846907708,20.45426469651199,20.98106341506135,31.3499397713121,0.05928418590764331,1179.3575708841531,1364.485528112345,0.07495881617069244
cat_meow_104.wav,-524.682373046875,11.517363548278809,-2.5490403175354004,5.194108009338379,2.674814462661743,2.3688552379608154,1.259515643119812,4.597198963165283,-0.7648858428001404,-0.38162896037101746,0.955126166343689,3.0310211181640625,2.5429015159606934,0.12222318351268768,0.10263577848672867,0.08101257681846619,0.0640559270977974,0.05954313650727272,0.058962639421224594,0.0655934065580368,0.07617784291505814,0.0857481136918068,0.0773320198059082,0.08093353360891342,0.09238826483488083,15.54319557442116,14.75944198783944,15.502812563858921,15.776828022294087,15.816985518713633,15.78979740686043,18.131599118123738,0.014670208001592357,255.2300938316968,272.77386112086833,0.02123831771314144
cat_meow_105.wav,-423.8240051269531,18.66987419128418,-6.031399726867676,9.687938690185547,1.004668116569519,0.8793140649795532,-5.389258861541748,2.0776309967041016,-1.4033379554748535,0.9925264716148376,2.8345861434936523,5.116354942321777,5.7266526222229,0.08147455006837845,0.11107652634382248,0.16860675811767578,0.09972602128982544,0.0669068843126297,0.0638301894068718,0.06605736911296844,0.06312245875597,0.10101399570703506,0.18488797545433044,0.11797811090946198,0.06710463017225266,17.433074341854528,16.8587584272996,20.542748964807455,20.536227615568443,20.96953441011001,21.03570965345479,22.93567071008347,0.03802062599522293,520.7968507288947,431.77207598391675,0.05346106365323067
cat_meow_106.wav,-287.2873229980469,39.312469482421875,-5.506274223327637,17.610774993896484,7.3679423332214355,0.0431695431470871,-6.390051364898682,2.6866655349731445,-2.744408130645752,5.188663959503174,-4.272638320922852,1.3148022890090942,-0.31642282009124756,0.5228610038757324,0.506794810295105,0.36911603808403015,0.35872745513916016,0.37980446219444275,0.5619566440582275,0.4478464722633362,0.41303831338882446,0.5467960834503174,0.4126235544681549,0.40748530626296997,0.5732647180557251,12.888410618226496,13.942495038688877,16.444710067001896,16.85135204356731,17.749252160407085,17.272360767033323,33.54543132981094,0.2180471238057325,2647.0102957491995,2098.0477990038157,0.021541040390729904
cat_meow_107.wav,-300.1369934082031,100.31720733642578,25.803129196166992,32.65468215942383,18.75096893310547,29.171010971069336,23.007360458374023,16.208452224731445,9.433566093444824,4.141195774078369,3.9117844104766846,5.101380348205566,2.308115243911743,0.5864295959472656,0.6690511703491211,0.6894136667251587,0.6075449585914612,0.5421093702316284,0.5644962787628174,0.6862431168556213,0.7545316815376282,0.7461291551589966,0.6517522931098938,0.6224274635314941,0.6054847240447998,18.150019833443945,12.298026538791243,14.668924128035096,15.133517186187078,15.010015868655762,18.740304693204813,29.785231535422326,0.019584121218152867,849.8869699627296,1524.6631463744768,0.08122330158948898
cat_meow_108.wav,-426.4023132324219,40.073577880859375,-10.544304847717285,4.612509727478027,3.068702459335327,2.686650276184082,1.9597035646438599,-2.099701166152954,1.8985759019851685,0.42640429735183716,-2.890652656555176,-1.5815714597702026,1.1192798614501953,0.06949116289615631,0.06649933010339737,0.05585774406790733,0.038189128041267395,0.04006008058786392,0.07882896065711975,0.13192777335643768,0.12600083649158478,0.060133758932352066,0.0537663958966732,0.06018562242388725,0.0647980272769928,14.165580526828093,15.537587186216982,15.587997675331152,15.203836382957205,15.79943550724468,18.95987140707876,16.980595829718727,0.016358976910828025,201.7126071371446,190.91858378480728,0.03228244557976723
cat_meow_109.wav,-473.1432189941406,-5.848232269287109,-30.083126068115234,1.7444874048233032,5.103875637054443,-2.3903234004974365,-8.807631492614746,-6.078758716583252,10.316386222839355,16.184354782104492,15.785162925720215,12.735639572143555,-5.6711931228637695,0.23206523060798645,0.19685298204421997,0.19035671651363373,0.2534160614013672,0.33531972765922546,0.23899678885936737,0.16046948730945587,0.15879568457603455,0.1809573620557785,0.22698388993740082,0.3139341175556183,0.30596381425857544,22.451845058743647,17.979207452373075,27.356538139862277,29.2159276581527,27.478087386844184,27.648394568633112,25.740002412729623,0.1258055085589172,1336.1820145215777,1001.5343936972051,0.05157378315925598
cat_meow_11.wav,-531.5506591796875,-0.8265218734741211,-7.9679856300354,8.36083984375,5.937653541564941,-0.3548434376716614,-3.096210479736328,5.8005194664001465,-0.10314426571130753,3.3812365531921387,-0.20367057621479034,0.48442894220352173,-0.9442211389541626,0.08248626440763474,0.06105292961001396,0.04039029777050018,0.034468717873096466,0.04180734604597092,0.03080209717154503,0.033081211149692535,0.04276413097977638,0.05742492899298668,0.04325517639517784,0.042043380439281464,0.06187492981553078,26.667364103324356,25.59781267721471,26.458580350517572,26.86892795887706,26.964621430435642,26.412012263873855,28.392463564491845,0.02486191281847134,331.353523253958,225.17924549526776,0.02391158416867256
cat_meow_110.wav,-398.5837097167969,-2.8141214847564697,-2.6378724575042725,10.939868927001953,-0.3224145770072937,0.44967904686927795,13.963120460510254,2.7310996055603027,10.543037414550781,2.6362836360931396,-1.8276327848434448,1.513173222541809,-2.026721715927124,0.5539036989212036,0.5507425665855408,0.545447826385498,0.5906122326850891,0.5658361315727234,0.5436188578605652,0.5924582481384277,0.6193519830703735,0.6462618708610535,0.6907088756561279,0.6214008927345276,0.6001847386360168,32.86089699374253,12.760357341206422,17.588262929182346,18.448965337249952,19.45052575578309,20.198597727783095,28.630303502484196,0.14369153065286625,1719.8295203282707,1510.424270156602,0.06112486124038696
cat_meow_111.wav,-312.7768859863281,56.367897033691406,24.893184661865234,22.811622619628906,16.56568717956543,16.696022033691406,15.596696853637695,15.988725662231445,4.739179611206055,10.89450454711914,7.837585926055908,6.126499176025391,12.306771278381348,0.7206425666809082,0.6805722117424011,0.6584250330924988,0.6452460289001465,0.6088882088661194,0.5855844616889954,0.6316695213317871,0.6111841797828674,0.6305003762245178,0.6771169900894165,0.742712140083313,0.7637836337089539,25.802792598504183,13.06267440437171,15.548258083486187,15.056862034144427,16.054635720055003,16.641193895063033,31.743857520188183,0.06615744426751592,1242.0843954885079,1601.2183786013102,0.10963370651006699
