filename,category,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,zero_crossing_rate,spectral_centroid,spectral_bandwidth,rms_energy,spectral_rolloff,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
rain_sounds_1.wav,rain_sounds,30.229951858520508,44.14226531982422,20.560420989990234,30.548532485961914,-1.7985327243804932,21.55394172668457,-3.310396432876587,13.252881050109863,1.1457871198654175,6.4905805587768555,1.1594507694244385,3.434624433517456,-0.4720762073993683,0.671741247177124,0.8103271722793579,0.6921493411064148,0.604831337928772,0.6077131032943726,0.7102182507514954,0.7229845523834229,0.7012603878974915,0.7446401715278625,0.6944431066513062,0.674039363861084,0.608860433101654,14.43139290760634,11.973845061486532,13.601829920115897,13.716593661201092,13.983538069353637,16.403123157730594,44.476993644025136,0.2260182374601911,2725.2906772049305,2222.455928031051,0.19995638728141785,5339.022691082802,4.081254647199263e-05,0.036818102916221826,0.0028006840188786854,0.026005798013536342,0.0036691057241063064,-0.012785031009394229
rain_sounds_10.wav,rain_sounds,60.5494270324707,18.62110137939453,-10.216609001159668,-17.52466583251953,-3.2762629985809326,-8.549030303955078,-7.772220134735107,-3.904198169708252,-15.317035675048828,1.106292724609375,-24.56431007385254,-5.837292671203613,-3.5340754985809326,0.42489439249038696,0.49792319536209106,0.4070557653903961,0.44894954562187195,0.49331486225128174,0.5767612457275391,0.8563507199287415,0.9326474070549011,0.8134692907333374,0.5804005265235901,0.45513445138931274,0.36283063888549805,18.423760631654822,12.041287824356408,15.368721044343182,14.794611495066807,15.088577939057139,17.382035644134508,49.54375946859462,0.4220149532245223,3560.539317847192,2356.401769562611,0.21451272070407867,6505.274681528663,0.012527458430779124,-0.007943016688526717,0.0018654428185165962,0.02292865808981948,0.00598140255677784,-0.0008646126800945741
rain_sounds_100.wav,rain_sounds,36.42877960205078,29.883373260498047,-37.820594787597656,0.2986944019794464,-20.5936222076416,-1.510618805885315,-6.667631149291992,-5.851950168609619,-16.339794158935547,-6.837826728820801,-9.62791633605957,-1.5814452171325684,-5.801990985870361,0.7878237366676331,0.8359894752502441,0.7749637961387634,0.7601471543312073,0.7037151455879211,0.6749263405799866,0.6828320026397705,0.634540319442749,0.6207634210586548,0.6471178531646729,0.700244128704071,0.7797077298164368,15.126179728690177,12.224306851343632,13.304739112454117,13.883411887234768,13.71079552499204,15.805236332445824,43.58802041580558,0.28345504080414013,2767.87625809494,1910.4085130882215,0.15821102261543274,5041.600318471337,-0.0026574567034308295,-0.013549765558254169,0.007946572248722616,-0.010372015273875202,-0.0014151745073536532,-0.001387831488042834
rain_sounds_101.wav,rain_sounds,56.566070556640625,35.79924011230469,5.5365495681762695,3.154054641723633,-36.4818229675293,7.601633071899414,-7.032166004180908,-5.76444149017334,0.959509015083313,2.216226577758789,-5.085797309875488,5.0341796875,-11.250429153442383,0.5090883374214172,0.5079811215400696,0.5298473834991455,0.7084020376205444,0.6734251976013184,0.603988766670227,0.5677680969238281,0.6178894639015198,0.660045325756073,0.7462117671966553,0.7140277028083801,0.5670192837715149,21.19881598562175,12.308476081897705,14.292195565262235,14.720915448704574,15.256076948621901,16.84547573237693,45.169111965278,0.3248843053343949,3019.8939034006103,2091.1881356008926,0.21051006019115448,5497.860270700637,-0.0069166669417441845,-0.002958776856483665,0.013663427038177018,0.004548680654186581,-0.0015330233387061268,-0.006410316558210659
rain_sounds_102.wav,rain_sounds,-37.57712173461914,53.5291862487793,-10.511972427368164,5.501284599304199,-5.253685474395752,4.363988876342773,-5.059921741485596,2.675238847732544,-4.747616291046143,1.6324139833450317,-2.8411436080932617,2.8985488414764404,-2.154686689376831,0.7033373713493347,0.6706644296646118,0.7059531211853027,0.6806904673576355,0.6403049826622009,0.6264691948890686,0.636795699596405,0.6203664541244507,0.7264138460159302,0.8100818991661072,0.8113101124763489,0.7545850276947021,12.121387813369813,10.540802432974278,13.794898886565267,13.558841493520765,14.185159736033798,14.918891310714102,40.75801630194645,0.2500248805732484,2604.458541665415,2107.8071126450322,0.07102987170219421,5274.084394904458,-0.01004127367981717,0.01883853897837619,-0.0028147744904662548,-0.006967423519321798,-0.007551852317567632,0.010091488059776253
rain_sounds_103.wav,rain_sounds,-270.007080078125,39.30487060546875,1.7920944690704346,26.106569290161133,8.222121238708496,6.064888954162598,-2.3247101306915283,11.261990547180176,-1.463133454322815,5.138107776641846,1.1076250076293945,4.60166597366333,-2.6287975311279297,0.7158582806587219,0.6941151022911072,0.7007938027381897,0.6235131621360779,0.5560640692710876,0.4896744191646576,0.5066144466400146,0.5660774111747742,0.6017691493034363,0.6399704813957214,0.6825123429298401,0.6520140767097473,14.391527173693124,12.696001287836554,13.085570675426512,13.728697617694753,14.27093030048023,15.761155855909939,33.2884397505528,0.21899258558917198,2695.2571681247287,2118.5676638459586,0.014547323808073997,5320.710589171975,0.004625436741061379,0.0009231450177315511,-0.010635171560155835,0.0392006550482499,0.01816659553800213,-0.002712171097659699
rain_sounds_104.wav,rain_sounds,-51.299251556396484,122.7383804321289,18.15365219116211,15.310769081115723,1.706937551498413,19.842735290527344,5.472875595092773,18.12120819091797,10.830126762390137,11.80309772491455,-1.539642333984375,-3.373339891433716,-11.660543441772461,0.544350266456604,0.5289328098297119,0.6538710594177246,0.6751822233200073,0.5181347727775574,0.4799524247646332,0.49245354533195496,0.4811559319496155,0.6050635576248169,0.672350287437439,0.5246714949607849,0.39622873067855835,16.0442787634063,15.861838181891946,13.89347508706867,17.00368620696974,17.69715660773264,19.105216086268896,38.26967983046195,0.051655180135350316,1132.5931960470543,1642.3254421043691,0.21943630278110504,2519.456608280255,0.0028326493123983767,-0.003582844118439573,0.011581333413434872,0.022821685643332305,-0.020683121696704707,-0.021740685329790312
rain_sounds_105.wav,rain_sounds,74.86073303222656,-0.7159477472305298,-23.598543167114258,5.7468647956848145,-7.770024299621582,2.9439542293548584,-4.865959167480469,3.2179501056671143,-4.757297992706299,0.4309002459049225,-3.797196865081787,1.2033610343933105,-4.1049370765686035,0.8015474081039429,0.8054669499397278,0.7961962819099426,0.8103554844856262,0.8190802335739136,0.7829976677894592,0.7599630951881409,0.7857230305671692,0.8061224818229675,0.8274574875831604,0.8213399052619934,0.8006385564804077,16.67843176155911,11.277169381686972,12.30322663727748,13.11768226279429,13.483289196557232,14.154847936772642,46.64695444982133,0.4080631717754777,3467.3055308156936,2038.4554626653135,0.22797748446464539,5962.231289808918,0.0036616222614372826,-0.0072945675109545955,0.0076756086081830755,0.00243684995895688,-0.002792387475611277,-0.0011201006639155165
rain_sounds_106.wav,rain_sounds,57.820796966552734,44.14881134033203,-10.377981185913086,21.263944625854492,4.46223783493042,19.870174407958984,3.7184622287750244,12.701700210571289,2.4148595333099365,7.996812343597412,-1.2622334957122803,2.4073050022125244,-2.904616355895996,0.7120497226715088,0.6811351180076599,0.7092843055725098,0.7172832489013672,0.7458390593528748,0.7536465525627136,0.7474003434181213,0.7977201342582703,0.8404368758201599,0.7700993418693542,0.7771281003952026,0.7451252937316895,16.47569443439477,11.777086974773406,13.609914403689038,13.664101498489794,14.21523495129995,15.097416091324726,44.05345122691329,0.23837144207802546,2636.1505658871993,2078.6494968253933,0.21110063791275024,5150.179140127389,-0.008571980120753527,0.009971765671928541,-0.022241419715107374,0.010894749076312734,-0.0015392075968972676,-0.011432555504143209
rain_sounds_107.wav,rain_sounds,-22.537397384643555,77.56038665771484,-10.974004745483398,27.556476593017578,-2.744981288909912,12.907068252563477,-0.2574484646320343,10.450663566589355,-1.2187955379486084,5.666638374328613,-1.9702657461166382,4.246635913848877,-2.1326873302459717,0.438597708940506,0.3805961310863495,0.4688243567943573,0.6739204525947571,0.5320752859115601,0.5546820163726807,0.5977754592895508,0.497984915971756,0.4263850450515747,0.6749438047409058,0.9042364358901978,0.7710394859313965,15.876925092861045,13.591492527890692,13.206704415212883,13.94040004285787,14.522364698680015,15.870591977649873,38.94817871211059,0.11700711584394904,1920.7446647730453,1873.6035896299236,0.15246029198169708,4064.938296178344,-0.043472826183005644,-0.0017418859298500371,0.07423426865772055,-0.04020133087779336,0.0042526255200047,0.005683435844910059
